송하인_격자공간고유번호,수하인_격자공간고유번호,물품_카테고리,송하인_광역시,송하인_시군구,송하인_읍면동,송하인_리,송하인_기타,수하인_광역시,수하인_시군구,수하인_읍면동,수하인_리,수하인_기타
1126000005095200,5011000173098200,93,11,260,000,05,095200,50,110,001,73,098200
5013000731079400,4139000129001100,27,50,130,007,31,079400,41,390,001,29,001100
4513000072065300,5011000375053400,11,45,130,000,72,065300,50,110,003,75,053400
5011000377040400,4163000121064200,57,50,110,003,77,040400,41,630,001,21,064200
2723000062095400,5011000264077200,66,27,230,000,62,095400,50,110,002,64,077200
5011000595017300,4111300014096100,67,50,110,005,95,017300,41,113,000,14,096100
1123000007046400,5013000556082300,27,11,230,000,07,046400,50,130,005,56,082300
1117000009052400,5011000372021200,77,11,170,000,09,052400,50,110,003,72,021200
2920000069080200,5011000320024400,5,29,200,000,69,080200,50,110,003,20,024400
5011000479070200,4418000363019400,66,50,110,004,79,070200,44,180,003,63,019400
5013000765096400,4157000247011300,27,50,130,007,65,096400,41,570,002,47,011300
5013000610049100,4159000427060100,27,50,130,006,10,049100,41,590,004,27,060100
4148000626030400,5013000823090400,3,41,480,006,26,030400,50,130,008,23,090400
5011000078068400,4513000220089100,27,50,110,000,78,068400,45,130,002,20,089100
5011000224031300,4163000122060200,27,50,110,002,24,031300,41,630,001,22,060200
4157000306018300,5011000673052200,33,41,570,003,06,018300,50,110,006,73,052200
5011000372087200,4211000681029100,51,50,110,003,72,087200,42,110,006,81,029100
5013000735022300,4127300056004200,27,50,130,007,35,022300,41,273,000,56,004200
4145000060088200,5011000373044100,5,41,450,000,60,088200,50,110,003,73,044100
5013000821028200,1135000016058100,27,50,130,008,21,028200,11,350,000,16,058100
4141000031030100,5013000816100200,54,41,410,000,31,030100,50,130,008,16,100200
5011000769078300,4127100026076300,27,50,110,007,69,078300,41,271,000,26,076300
5013000610049100,4511100014054200,27,50,130,006,10,049100,45,111,000,14,054200
5011000078068400,1168000018086200,27,50,110,000,78,068400,11,680,000,18,086200
5013000610049100,4136000271011400,27,50,130,006,10,049100,41,360,002,71,011400
5011000313025300,4511300102093300,51,50,110,003,13,025300,45,113,001,02,093300
5013000825039100,2635000055041100,27,50,130,008,25,039100,26,350,000,55,041100
5011000315016300,4511100007009300,66,50,110,003,15,016300,45,111,000,07,009300
5013000734088300,4719000598060200,27,50,130,007,34,088300,47,190,005,98,060200
5013000643083400,2644000142010200,27,50,130,006,43,083400,26,440,001,42,010200
5011001027008200,2647000003080300,27,50,110,010,27,008200,26,470,000,03,080300
5011000352099400,4141000004039300,3,50,110,003,52,099400,41,410,000,04,039300
5011000316024300,4571000749037100,51,50,110,003,16,024300,45,710,007,49,037100
5011000137030100,4145000013075200,27,50,110,001,37,030100,41,450,000,13,075200
4159000429094300,5011000479055200,25,41,590,004,29,094300,50,110,004,79,055200
5011001009017400,2917000082064200,17,50,110,010,09,017400,29,170,000,82,064200
5013000610049100,3611000193081100,27,50,130,006,10,049100,36,110,001,93,081100
5013000582084100,4812500013082100,27,50,130,005,82,084100,48,125,000,13,082100
5013000610049100,1121500016025100,27,50,130,006,10,049100,11,215,000,16,025100
5013000367057200,3014000008071100,27,50,130,003,67,057200,30,140,000,08,071100
5011000474052100,4128100155052400,66,50,110,004,74,052100,41,281,001,55,052400
5013000731055200,2644000142015200,27,50,130,007,31,055200,26,440,001,42,015200
5013000463067300,4127300057035200,27,50,130,004,63,067300,41,273,000,57,035200
5011000078068400,1162000003060200,27,50,110,000,78,068400,11,620,000,03,060200
5013000640023300,4213000276047100,27,50,130,006,40,023300,42,130,002,76,047100
2826000140027400,5011000543041100,62,28,260,001,40,027400,50,110,005,43,041100
5011000213090100,2817000012060200,27,50,110,002,13,090100,28,170,000,12,060200
5013000765096400,4122000276018400,27,50,130,007,65,096400,41,220,002,76,018400
4125000020023200,5013000776067200,11,41,250,000,20,023200,50,130,007,76,067200
4119900005091100,5013000818061200,41,41,199,000,05,091100,50,130,008,18,061200
5011000137030100,4375000256032400,27,50,110,001,37,030100,43,750,002,56,032400
5013000858004300,4681000400057100,27,50,130,008,58,004300,46,810,004,00,057100
5013000557071300,2824500044063200,27,50,130,005,57,071300,28,245,000,44,063200
4121000040049200,5011000262066100,36,41,210,000,40,049200,50,110,002,62,066100
5013000691060200,1162000016024200,27,50,130,006,91,060200,11,620,000,16,024200
5011000078068400,4111500002061200,27,50,110,000,78,068400,41,115,000,02,061200
1129000014045300,5013000676093100,41,11,290,000,14,045300,50,130,006,76,093100
5011000137030100,4824000469011300,27,50,110,001,37,030100,48,240,004,69,011300
5011000177073400,4776000723095200,17,50,110,001,77,073400,47,760,007,23,095200
5011000313060200,1168000014047200,27,50,110,003,13,060200,11,680,000,14,047200
5013000637036200,4127300015073300,27,50,130,006,37,036200,41,273,000,15,073300
5013000818021200,2826000123010300,27,50,130,008,18,021200,28,260,001,23,010300
5013000731055200,4128500025017100,27,50,130,007,31,055200,41,285,000,25,017100
5011000175041200,1126000013003200,27,50,110,001,75,041200,11,260,000,13,003200
4163000139015400,5011000435093300,93,41,630,001,39,015400,50,110,004,35,093300
5011000685067100,4217000086002200,27,50,110,006,85,067100,42,170,000,86,002200
5013000610049100,1120000003064200,27,50,130,006,10,049100,11,200,000,03,064200
5011000230014200,4148000064056100,27,50,110,002,30,014200,41,480,000,64,056100
4159000429094300,5011000365001100,44,41,590,004,29,094300,50,110,003,65,001100
5011000137030100,4689000326066200,27,50,110,001,37,030100,46,890,003,26,066200
4136000163080300,5011000112007400,66,41,360,001,63,080300,50,110,001,12,007400
4155000331094100,5011000373064400,14,41,550,003,31,094100,50,110,003,73,064400
5011000685067100,4111300035065100,27,50,110,006,85,067100,41,113,000,35,065100
5011000265076200,2650000010018200,19,50,110,002,65,076200,26,500,000,10,018200
5011000265077200,1156000009048200,80,50,110,002,65,077200,11,560,000,09,048200
5013000610049100,4514000458082300,27,50,130,006,10,049100,45,140,004,58,082300
4148000426064200,5011000468030300,71,41,480,004,26,064200,50,110,004,68,030300
2653000021045200,5011000366057100,77,26,530,000,21,045200,50,110,003,66,057100
4579000177091200,5011000214006400,80,45,790,001,77,091200,50,110,002,14,006400
5013000731024200,2641000030019300,27,50,130,007,31,024200,26,410,000,30,019300
5011000318041400,4420000061021300,19,50,110,003,18,041400,44,200,000,61,021300
4157000306018300,5013000127013100,72,41,570,003,06,018300,50,130,001,27,013100
5011000437099200,4111100026080400,27,50,110,004,37,099200,41,111,000,26,080400
5013000610049100,4111300027016300,27,50,130,006,10,049100,41,113,000,27,016300
5011000424078200,2723000094039300,27,50,110,004,24,078200,27,230,000,94,039300
5013000624091200,4113500035071400,27,50,130,006,24,091200,41,135,000,35,071400
5013000513092400,4211000781058100,27,50,130,005,13,092400,42,110,007,81,058100
5013000731055200,4113100012011100,27,50,130,007,31,055200,41,131,000,12,011100
4159000429094300,5011000375049400,25,41,590,004,29,094300,50,110,003,75,049400
5011000437099200,1159000007007100,27,50,110,004,37,099200,11,590,000,07,007100
5013000845056400,1168000004026300,27,50,130,008,45,056400,11,680,000,04,026300
5011000424078200,4139000087037400,27,50,110,004,24,078200,41,390,000,87,037400
2811000157062200,5011001102066100,57,28,110,001,57,062200,50,110,011,02,066100
4571000650086400,5011000217015100,57,45,710,006,50,086400,50,110,002,17,015100
5011000278013400,4159000256092100,27,50,110,002,78,013400,41,590,002,56,092100
5011000316024300,4511300098042300,51,50,110,003,16,024300,45,113,000,98,042300
5013000273029400,4157000147037100,27,50,130,002,73,029400,41,570,001,47,037100
1129000014045300,5011000435053300,41,11,290,000,14,045300,50,110,004,35,053300
4782000506048300,5011000318022400,44,47,820,005,06,048300,50,110,003,18,022400
4148000690015300,5013000822093100,34,41,480,006,90,015300,50,130,008,22,093100
5011000478095100,4713000504023400,27,50,110,004,78,095100,47,130,005,04,023400
5011000424078200,2635000056067400,27,50,110,004,24,078200,26,350,000,56,067400
5011000312034400,4812700063016300,51,50,110,003,12,034400,48,127,000,63,016300
4141000031030100,5011000317020100,6,41,410,000,31,030100,50,110,003,17,020100
5013000902003200,2632000020085400,27,50,130,009,02,003200,26,320,000,20,085400
5011000543038400,4421000419083100,5,50,110,005,43,038400,44,210,004,19,083100
5011000278096100,2729000039040200,27,50,110,002,78,096100,27,290,000,39,040200
5013000571016300,4127300056047200,27,50,130,005,71,016300,41,273,000,56,047200
5011000486060300,2626000005094100,66,50,110,004,86,060300,26,260,000,05,094100
5013000581065400,4315000204074200,27,50,130,005,81,065400,43,150,002,04,074200
5013000823070100,1117000001046200,27,50,130,008,23,070100,11,170,000,01,046200
5011000265076200,4812300028047300,25,50,110,002,65,076200,48,123,000,28,047300
5011000310047200,2917000063097200,51,50,110,003,10,047200,29,170,000,63,097200
5013000858004300,2917000086008300,27,50,130,008,58,004300,29,170,000,86,008300
1120000013069100,5011000315056400,99,11,200,000,13,069100,50,110,003,15,056400
5011000137030100,4115000036092100,27,50,110,001,37,030100,41,150,000,36,092100
5013000765096400,4825000337087100,27,50,130,007,65,096400,48,250,003,37,087100
4155000458004100,5013000782058200,83,41,550,004,58,004100,50,130,007,82,058200
4136000216029100,5011000173089300,36,41,360,002,16,029100,50,110,001,73,089300
5011000113015100,2638000008011300,27,50,110,001,13,015100,26,380,000,08,011300
5013000866050400,1171000024075400,27,50,130,008,66,050400,11,710,000,24,075400
5011000374036400,4480000006037400,51,50,110,003,74,036400,44,800,000,06,037400
5013000579066200,1120000004089300,34,50,130,005,79,066200,11,200,000,04,089300
4148000690043300,5011000374010200,34,41,480,006,90,043300,50,110,003,74,010200
5013000610049100,4128500042011400,27,50,130,006,10,049100,41,285,000,42,011400
4128500042087100,5011000768077300,83,41,285,000,42,087100,50,110,007,68,077300
5011000078068400,1120000013072400,27,50,110,000,78,068400,11,200,000,13,072400
4148000690015300,5011000375004300,34,41,480,006,90,015300,50,110,003,75,004300
5013000610049100,1156000023053200,27,50,130,006,10,049100,11,560,000,23,053200
5013000866089300,1111000023036300,27,50,130,008,66,089300,11,110,000,23,036300
5013000869063200,1126000013067400,27,50,130,008,69,063200,11,260,000,13,067400
5011000137030100,2820000007019400,27,50,110,001,37,030100,28,200,000,07,019400
5013000524017300,4127300056047200,27,50,130,005,24,017300,41,273,000,56,047200
5011000308068100,4159000260051300,27,50,110,003,08,068100,41,590,002,60,051300
5013000205048400,2638000022064400,27,50,130,002,05,048400,26,380,000,22,064400
4148000690015300,5013000414064200,34,41,480,006,90,015300,50,130,004,14,064200
5011000316024300,2826000139001400,51,50,110,003,16,024300,28,260,001,39,001400
4146300050007100,5011000174063300,36,41,463,000,50,007100,50,110,001,74,063300
5013000821028200,4128100020086300,27,50,130,008,21,028200,41,281,000,20,086300
5013000622057100,2820000030025400,27,50,130,006,22,057100,28,200,000,30,025400
5011000265052200,4146100380033300,3,50,110,002,65,052200,41,461,003,80,033300
5011000137030100,1165000003061100,27,50,110,001,37,030100,11,650,000,03,061100
5013000781053100,4111700002086200,27,50,130,007,81,053100,41,117,000,02,086200
5011000437099200,4136000279031300,27,50,110,004,37,099200,41,360,002,79,031300
5013000803023100,4413300130075300,27,50,130,008,03,023100,44,133,001,30,075300
4146100353012300,5013000861002400,25,41,461,003,53,012300,50,130,008,61,002400
5013000735022300,2714000168045200,27,50,130,007,35,022300,27,140,001,68,045200
5011000078068400,1129000012003200,27,50,110,000,78,068400,11,290,000,12,003200
5013000854017300,3023000071040200,27,50,130,008,54,017300,30,230,000,71,040200
1126000010042300,5011000216035300,61,11,260,000,10,042300,50,110,002,16,035300
4111700026046200,5013000816091300,13,41,117,000,26,046200,50,130,008,16,091300
4141000031030100,5011000169068300,3,41,410,000,31,030100,50,110,001,69,068300
5011000437099200,1171000009003400,27,50,110,004,37,099200,11,710,000,09,003400
3017000006094400,5013000580071200,33,30,170,000,06,094400,50,130,005,80,071200
1154500001021400,5011000320015100,9,11,545,000,01,021400,50,110,003,20,015100
2915500022018200,5011000263067300,75,29,155,000,22,018200,50,110,002,63,067300
4141000031030100,5011000429014400,5,41,410,000,31,030100,50,110,004,29,014400
5013000731055200,4421000418030100,27,50,130,007,31,055200,44,210,004,18,030100
5013000043028400,4167000340096100,27,50,130,000,43,028400,41,670,003,40,096100
5011001070014400,3120000123056100,27,50,110,010,70,014400,31,200,001,23,056100
4159000429094300,5011000313059200,44,41,590,004,29,094300,50,110,003,13,059200
5013000819017300,4146500037081200,27,50,130,008,19,017300,41,465,000,37,081200
5013000765096400,4146500024076400,27,50,130,007,65,096400,41,465,000,24,076400
5013000821028200,4141000007030200,27,50,130,008,21,028200,41,410,000,07,030200
5011000420060100,4121000003009200,27,50,110,004,20,060100,41,210,000,03,009200
5011000078068400,4111700024074400,27,50,110,000,78,068400,41,117,000,24,074400
4125000020023200,5011000264062400,11,41,250,000,20,023200,50,110,002,64,062400
5013000624091200,4812500183091200,27,50,130,006,24,091200,48,125,001,83,091200
5013000622057100,4159000209095300,27,50,130,006,22,057100,41,590,002,09,095300
4148000690015300,5011000320035100,34,41,480,006,90,015300,50,110,003,20,035100
5011000137030100,4111100032061100,27,50,110,001,37,030100,41,111,000,32,061100
5013000821028200,2824500033059200,27,50,130,008,21,028200,28,245,000,33,059200
5011000109060400,2620000023091400,25,50,110,001,09,060400,26,200,000,23,091400
4371000527029300,5011000315086200,14,43,710,005,27,029300,50,110,003,15,086200
5011000078068400,3111000027048200,27,50,110,000,78,068400,31,110,000,27,048200
5011000722006300,3171000356049200,27,50,110,007,22,006300,31,710,003,56,049200
5011000470023200,4111300043045300,17,50,110,004,70,023200,41,113,000,43,045300
5013000732089100,4519000370043300,27,50,130,007,32,089100,45,190,003,70,043300
5011000213090100,4315000235048300,3,50,110,002,13,090100,43,150,002,35,048300
5013000858054200,2623000026041200,27,50,130,008,58,054200,26,230,000,26,041200
5011000623032200,4717000403031300,27,50,110,006,23,032200,47,170,004,03,031300
2915500015016400,5013000945038200,22,29,155,000,15,016400,50,130,009,45,038200
5011000384015100,4623000325050400,27,50,110,003,84,015100,46,230,003,25,050400
1171000031003400,5011000314050300,80,11,710,000,31,003400,50,110,003,14,050300
4155000377093400,5011000315017100,3,41,550,003,77,093400,50,110,003,15,017100
2717000010037100,5011000485008300,17,27,170,000,10,037100,50,110,004,85,008300
5013000354052200,1171000020066400,27,50,130,003,54,052200,11,710,000,20,066400
3020000149062400,5011000435043100,34,30,200,001,49,062400,50,110,004,35,043100
4163000182064400,5011000199058400,13,41,630,001,82,064400,50,110,001,99,058400
5013000814013400,1117000021016200,27,50,130,008,14,013400,11,170,000,21,016200
5011000420060100,1168000002008200,27,50,110,004,20,060100,11,680,000,02,008200
5011000437099200,1132000009079300,27,50,110,004,37,099200,11,320,000,09,079300
5013000665015400,2614000013011400,27,50,130,006,65,015400,26,140,000,13,011400
5013000731055200,2729000016081400,27,50,130,007,31,055200,27,290,000,16,081400
5013000754028300,2914000029020100,27,50,130,007,54,028300,29,140,000,29,020100
1117000009037100,5011000972091200,15,11,170,000,09,037100,50,110,009,72,091200
5013000685046100,3011000046005100,27,50,130,006,85,046100,30,110,000,46,005100
5011000685067100,2635000046080200,27,50,110,006,85,067100,26,350,000,46,080200
5013000731055200,4713000921055200,27,50,130,007,31,055200,47,130,009,21,055200
5013000822013100,4427000417078100,27,50,130,008,22,013100,44,270,004,17,078100
5013000610049100,1114000004099300,27,50,130,006,10,049100,11,140,000,04,099300
4150000241045200,5011000264013200,5,41,500,002,41,045200,50,110,002,64,013200
5011000137030100,1159000003064300,27,50,110,001,37,030100,11,590,000,03,064300
1120000014042100,5011000373021300,33,11,200,000,14,042100,50,110,003,73,021300
4282000473033400,5013000530062100,66,42,820,004,73,033400,50,130,005,30,062100
5013000821028200,3020000162018300,27,50,130,008,21,028200,30,200,001,62,018300
4145000044081400,5013000581065400,17,41,450,000,44,081400,50,130,005,81,065400
4141000031030100,5011000544072300,41,41,410,000,31,030100,50,110,005,44,072300
1168000015064300,5013000945029400,21,11,680,000,15,064300,50,130,009,45,029400
5013000610049100,1135000012082100,27,50,130,006,10,049100,11,350,000,12,082100
4371000549033300,5013000708048100,66,43,710,005,49,033300,50,130,007,08,048100
4141000031030100,5011000544072300,54,41,410,000,31,030100,50,110,005,44,072300
4161000271049100,5011000318039200,71,41,610,002,71,049100,50,110,003,18,039200
4141000031030100,5011000476100300,41,41,410,000,31,030100,50,110,004,76,100300
4150000184029400,5011000313039400,17,41,500,001,84,029400,50,110,003,13,039400
4161000358030400,5011000314069300,6,41,610,003,58,030400,50,110,003,14,069300
5011000078068400,4127100037066300,27,50,110,000,78,068400,41,271,000,37,066300
1129000014045300,5011000373044100,52,11,290,000,14,045300,50,110,003,73,044100
5011000213090100,1141000012032400,27,50,110,002,13,090100,11,410,000,12,032400
5013000624091200,2632000034075200,27,50,130,006,24,091200,26,320,000,34,075200
1135000009051200,5011000266071300,36,11,350,000,09,051200,50,110,002,66,071300
5013000821028200,1147000014043400,27,50,130,008,21,028200,11,470,000,14,043400
5013000777063100,1156000004095300,27,50,130,007,77,063100,11,560,000,04,095300
4141000031030100,5011000132094400,57,41,410,000,31,030100,50,110,001,32,094400
4148000699072200,5011000435039300,34,41,480,006,99,072200,50,110,004,35,039300
4150000061014400,5011000309087400,25,41,500,000,61,014400,50,110,003,09,087400
5011000078068400,4146300053039400,27,50,110,000,78,068400,41,463,000,53,039400
5013000818080100,4163000121064200,63,50,130,008,18,080100,41,630,001,21,064200
5011000078068400,1144000016063400,27,50,110,000,78,068400,11,440,000,16,063400
2635000035072100,5011000264058100,41,26,350,000,35,072100,50,110,002,64,058100
4711100217098100,5011000480007200,19,47,111,002,17,098100,50,110,004,80,007200
5011000078068400,4579000408019300,27,50,110,000,78,068400,45,790,004,08,019300
4141000031030100,5011000314078200,97,41,410,000,31,030100,50,110,003,14,078200
5011000078068400,1129000017028400,27,50,110,000,78,068400,11,290,000,17,028400
5011000078068400,4128100026078200,27,50,110,000,78,068400,41,281,000,26,078200
4148000690015300,5011000172050400,34,41,480,006,90,015300,50,110,001,72,050400
5011000626011200,2871000501076400,27,50,110,006,26,011200,28,710,005,01,076400
5011000078068400,4575000279010200,27,50,110,000,78,068400,45,750,002,79,010200
5013000571005200,4136000309018100,27,50,130,005,71,005200,41,360,003,09,018100
4146100146003300,5011000315072300,44,41,461,001,46,003300,50,110,003,15,072300
5013000675081300,4215000402091200,27,50,130,006,75,081300,42,150,004,02,091200
5013000610049100,4413300186100300,27,50,130,006,10,049100,44,133,001,86,100300
5011000266051200,1126000019082400,27,50,110,002,66,051200,11,260,000,19,082400
1129000014045300,5011000319005100,41,11,290,000,14,045300,50,110,003,19,005100
5013000610049100,1174000006086200,27,50,130,006,10,049100,11,740,000,06,086200
5011001054058100,1135000008093300,27,50,110,010,54,058100,11,350,000,08,093300
5011000685067100,4375000234015300,27,50,110,006,85,067100,43,750,002,34,015300
5013000610049100,2823700013039400,27,50,130,006,10,049100,28,237,000,13,039400
5011000078068400,4136000097044300,27,50,110,000,78,068400,41,360,000,97,044300
5013000821028200,4311100052030300,27,50,130,008,21,028200,43,111,000,52,030300
5013000827049100,4413100170037100,27,50,130,008,27,049100,44,131,001,70,037100
1153000017026300,5013000527096300,41,11,530,000,17,026300,50,130,005,27,096300
1165000019026400,5011000264015200,5,11,650,000,19,026400,50,110,002,64,015200
4161000402022400,5013000861023400,44,41,610,004,02,022400,50,130,008,61,023400
5013000733024100,1144000016025200,27,50,130,007,33,024100,11,440,000,16,025200
5013000845056400,4415000483044400,27,50,130,008,45,056400,44,150,004,83,044400
5013000735022300,4677000734059400,27,50,130,007,35,022300,46,770,007,34,059400
5013000623051300,2771000078071400,27,50,130,006,23,051300,27,710,000,78,071400
5011000373086400,4113300024099200,27,50,110,003,73,086400,41,133,000,24,099200
5011000078068400,2811000051067300,27,50,110,000,78,068400,28,110,000,51,067300
5011000685067100,4211000648027200,27,50,110,006,85,067100,42,110,006,48,027200
5011000854058100,4315000266071400,27,50,110,008,54,058100,43,150,002,66,071400
5011000078068400,4579000539043200,27,50,110,000,78,068400,45,790,005,39,043200
5013000610049100,2824500038034300,27,50,130,006,10,049100,28,245,000,38,034300
5011000078068400,4374500044026300,27,50,110,000,78,068400,43,745,000,44,026300
5013000459099100,4824000462094300,27,50,130,004,59,099100,48,240,004,62,094300
5013000735022300,4775000044086300,27,50,130,007,35,022300,47,750,000,44,086300
5013000610049100,2723000095070100,27,50,130,006,10,049100,27,230,000,95,070100
5013000777063100,4141000011030100,27,50,130,007,77,063100,41,410,000,11,030100
2644000098076300,5011000372012100,44,26,440,000,98,076300,50,110,003,72,012100
5013000610049100,4115000083082400,27,50,130,006,10,049100,41,150,000,83,082400
5011000078068400,1144000015090400,27,50,110,000,78,068400,11,440,000,15,090400
1117000009037100,5011000721092100,15,11,170,000,09,037100,50,110,007,21,092100
5013000009018200,4148000561061300,27,50,130,000,09,018200,41,480,005,61,061300
5013000273029400,2824500029092200,27,50,130,002,73,029400,28,245,000,29,092200
5011000173100400,5011000168095300,3,50,110,001,73,100400,50,110,001,68,095300
5013000733024100,1154500005062400,27,50,130,007,33,024100,11,545,000,05,062400
4148000699072200,5011000215014100,67,41,480,006,99,072200,50,110,002,15,014100
4122000363057300,5011000172012300,5,41,220,003,63,057300,50,110,001,72,012300
5011000137030100,4129000001053200,27,50,110,001,37,030100,41,290,000,01,053200
5011000078068400,1171000030055200,27,50,110,000,78,068400,11,710,000,30,055200
5013000731024200,4477000300028200,27,50,130,007,31,024200,44,770,003,00,028200
5011000078068400,4719000572010300,27,50,110,000,78,068400,47,190,005,72,010300
5013000610049100,1138000017030100,27,50,130,006,10,049100,11,380,000,17,030100
5011000078068400,2818500032002100,27,50,110,000,78,068400,28,185,000,32,002100
5011000263065100,4145000010100100,3,50,110,002,63,065100,41,450,000,10,100100
4141000031030100,5013000809050200,92,41,410,000,31,030100,50,130,008,09,050200
5013000610049100,4371000160005300,27,50,130,006,10,049100,43,710,001,60,005300
4146100353012300,5011000851091400,25,41,461,003,53,012300,50,110,008,51,091400
5013000731055200,2917000080039100,27,50,130,007,31,055200,29,170,000,80,039100
4146100146003300,5013000822085400,44,41,461,001,46,003300,50,130,008,22,085400
5013000821028200,2614000009068400,27,50,130,008,21,028200,26,140,000,09,068400
2820000014040200,5011000266012100,54,28,200,000,14,040200,50,110,002,66,012100
4127300065073100,5013000861021300,93,41,273,000,65,073100,50,130,008,61,021300
5013000273029400,1168000027034200,27,50,130,002,73,029400,11,680,000,27,034200
5013000459090300,2647000009097100,27,50,130,004,59,090300,26,470,000,09,097100
1154500001021400,5011000388042400,90,11,545,000,01,021400,50,110,003,88,042400
5011000109060400,2818500040095300,25,50,110,001,09,060400,28,185,000,40,095300
4313000673068100,5011000423091100,48,43,130,006,73,068100,50,110,004,23,091100
5013000731055200,4713000502034100,27,50,130,007,31,055200,47,130,005,02,034100
5011000424078200,4113500063003300,27,50,110,004,24,078200,41,135,000,63,003300
5011000137030100,4511300056024100,27,50,110,001,37,030100,45,113,000,56,024100
5011000137030100,4113300003016200,27,50,110,001,37,030100,41,133,000,03,016200
5011001076050400,4117100017079400,66,50,110,010,76,050400,41,171,000,17,079400
5013000412024100,1117000022037300,5,50,130,004,12,024100,11,170,000,22,037300
5013000862067200,4137000005065100,27,50,130,008,62,067200,41,370,000,05,065100
5011000078068400,4165000728012300,27,50,110,000,78,068400,41,650,007,28,012300
5013000731055200,3020000033078300,27,50,130,007,31,055200,30,200,000,33,078300
5011000199044400,4683000041065300,27,50,110,001,99,044400,46,830,000,41,065300
5011000213090100,2726000001021200,27,50,110,002,13,090100,27,260,000,01,021200
5011000318067400,4128500034090300,25,50,110,003,18,067400,41,285,000,34,090300
5013000459099100,4423000366089300,27,50,130,004,59,099100,44,230,003,66,089300
5013000731055200,2818500039039100,27,50,130,007,31,055200,28,185,000,39,039100
5011000078068400,4139000111044100,27,50,110,000,78,068400,41,390,001,11,044100
5011000078068400,1123000014064200,27,50,110,000,78,068400,11,230,000,14,064200
5013000610049100,3017000029077300,27,50,130,006,10,049100,30,170,000,29,077300
5011000078068400,4121000007090400,27,50,110,000,78,068400,41,210,000,07,090400
5011000137030100,3020000088018200,27,50,110,001,37,030100,30,200,000,88,018200
5011000424078200,1171000030055200,27,50,110,004,24,078200,11,710,000,30,055200
5011000632080100,4148000586033100,66,50,110,006,32,080100,41,480,005,86,033100
5011000137030100,2920000093029400,27,50,110,001,37,030100,29,200,000,93,029400
4148000690015300,5011000318026400,34,41,480,006,90,015300,50,110,003,18,026400
5013000671079300,2917000038016200,27,50,130,006,71,079300,29,170,000,38,016200
5013000910072100,1168000020093400,27,50,130,009,10,072100,11,680,000,20,093400
5013000825039100,4613000411067400,27,50,130,008,25,039100,46,130,004,11,067400
4141000031030100,5011000378014300,14,41,410,000,31,030100,50,110,003,78,014300
5011000265076200,4513000150053100,27,50,110,002,65,076200,45,130,001,50,053100
5013000827089100,3023000052099400,27,50,130,008,27,089100,30,230,000,52,099400
5013000205030200,2818500027056100,27,50,130,002,05,030200,28,185,000,27,056100
4148000690015300,5011000429020200,34,41,480,006,90,015300,50,110,004,29,020200
5011001027035300,2723000035070100,66,50,110,010,27,035300,27,230,000,35,070100
5011000525070400,4613000367002200,27,50,110,005,25,070400,46,130,003,67,002200
5011000576007100,4684000046072100,66,50,110,005,76,007100,46,840,000,46,072100
5011000313025300,4514000157079400,51,50,110,003,13,025300,45,140,001,57,079400
5011000078068400,4128700011086300,27,50,110,000,78,068400,41,287,000,11,086300
5011000078068400,4139000098018100,27,50,110,000,78,068400,41,390,000,98,018100
5013000610049100,2823700010062100,27,50,130,006,10,049100,28,237,000,10,062100
5013000777063100,4715000299091200,27,50,130,007,77,063100,47,150,002,99,091200
5013000731055200,4128100115091300,27,50,130,007,31,055200,41,281,001,15,091300
5011000367041300,5013000776078300,27,50,110,003,67,041300,50,130,007,76,078300
4421000586082300,5011000264056300,11,44,210,005,86,082300,50,110,002,64,056300
5013000870018300,4127100018073400,27,50,130,008,70,018300,41,271,000,18,073400
5013000778022200,4119500021005200,27,50,130,007,78,022200,41,195,000,21,005200
4141000031030100,5013000905054200,14,41,410,000,31,030100,50,130,009,05,054200
5011000366070200,4141000005044300,27,50,110,003,66,070200,41,410,000,05,044300
5011000137030100,4273000713048200,27,50,110,001,37,030100,42,730,007,13,048200
4159000429094300,5011000373032200,25,41,590,004,29,094300,50,110,003,73,032200
5011000137030100,2814000007037200,27,50,110,001,37,030100,28,140,000,07,037200
5013000610049100,2820000015082200,27,50,130,006,10,049100,28,200,000,15,082200
4128100059031200,5011000174084200,11,41,281,000,59,031200,50,110,001,74,084200
1171000019003100,5011000481001200,27,11,710,000,19,003100,50,110,004,81,001200
4420000201100300,5011000214095200,66,44,200,002,01,100300,50,110,002,14,095200
5011000078068400,4145000004095300,27,50,110,000,78,068400,41,450,000,04,095300
5011000137030100,1153000017034200,27,50,110,001,37,030100,11,530,000,17,034200
5011000478095100,4143000037007100,27,50,110,004,78,095100,41,430,000,37,007100
5011000626011200,4146500023049100,27,50,110,006,26,011200,41,465,000,23,049100
5011000078068400,4215000073035100,27,50,110,000,78,068400,42,150,000,73,035100
5011000374073200,3611000340074200,34,50,110,003,74,073200,36,110,003,40,074200
5013000777063100,1111000019047100,27,50,130,007,77,063100,11,110,000,19,047100
5013000622057100,2817000010080100,27,50,130,006,22,057100,28,170,000,10,080100
5013000571005200,1138000021059400,27,50,130,005,71,005200,11,380,000,21,059400
5011000078068400,1132000016040300,27,50,110,000,78,068400,11,320,000,16,040300
5011000466064200,4113500051002400,66,50,110,004,66,064200,41,135,000,51,002400
4427000369059400,5011000435083400,5,44,270,003,69,059400,50,110,004,35,083400
5011000137030100,4115000039043300,27,50,110,001,37,030100,41,150,000,39,043300
