gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month
0,0,0,0,81000.0,4,4,3,1,17876,377,1,1,0,14,1.0,4.0
0,1,0,0,135000.0,1,4,1,1,23324,0,0,1,0,13,2.0,43.0
1,0,0,0,198000.0,4,4,3,5,8657,1164,1,0,0,9,1.0,14.0
0,0,1,0,112500.0,4,4,1,1,9894,2499,1,1,0,16,2.0,30.0
1,0,1,0,180000.0,0,4,2,1,12494,978,0,0,0,9,1.0,10.0
0,0,1,0,112500.0,1,4,1,1,24327,0,0,0,0,13,2.0,26.0
0,1,1,0,315000.0,0,4,2,1,18184,3021,0,1,1,9,1.0,4.0
0,0,1,2,135000.0,4,4,1,1,12760,1518,0,0,0,5,4.0,51.0
1,0,0,1,247500.0,4,4,3,1,16797,6583,0,1,0,9,2.0,37.0
1,0,1,0,135000.0,1,4,1,1,19065,0,0,0,0,13,2.0,41.0
0,0,1,0,121500.0,1,4,1,1,23407,0,0,0,0,13,2.0,2.0
1,1,1,0,225000.0,4,4,3,5,15563,3184,0,1,0,4,1.0,55.0
0,1,1,0,360450.0,2,4,1,1,18854,8509,0,0,0,5,2.0,48.0
0,0,1,1,202500.0,4,4,2,1,17817,4395,0,0,0,9,2.0,17.0
0,1,0,0,180000.0,4,4,1,1,19317,11542,0,0,0,12,2.0,43.0
0,0,1,0,193500.0,1,2,4,1,24295,0,0,0,0,13,1.0,8.0
1,1,1,0,472500.0,4,4,1,1,19099,3413,0,0,0,11,2.0,35.0
0,1,1,0,270000.0,4,4,1,1,19982,1724,0,1,0,5,2.0,14.0
0,0,1,0,67500.0,1,4,4,1,20371,0,0,0,0,13,1.0,4.0
0,1,1,0,247500.0,0,4,1,1,17330,962,0,1,0,16,2.0,18.0
0,1,0,0,58500.0,1,4,1,1,20315,0,0,0,0,13,2.0,35.0
0,0,1,0,103500.0,4,4,1,1,15785,1308,0,0,0,12,2.0,14.0
1,1,1,0,135000.0,4,4,3,1,13407,535,0,0,0,9,1.0,44.0
0,0,1,1,135000.0,4,4,0,1,13465,1101,0,0,0,9,3.0,1.0
0,0,1,0,225000.0,0,4,0,1,17857,229,1,0,0,5,2.0,47.0
0,1,1,1,315000.0,2,1,1,1,13771,2080,0,0,0,3,3.0,34.0
0,0,1,0,126000.0,0,4,0,2,10418,2024,1,1,0,9,2.0,49.0
1,0,1,1,135000.0,4,4,0,1,13233,2728,0,0,0,5,3.0,55.0
1,1,0,0,225000.0,0,4,2,1,15441,1976,0,0,0,4,1.0,3.0
0,0,1,0,270000.0,4,4,1,1,18114,10121,0,0,0,7,2.0,56.0
0,0,1,0,193500.0,4,1,3,1,17081,4783,0,1,0,9,1.0,44.0
0,0,1,0,112500.0,1,4,1,1,20170,0,0,1,0,13,2.0,30.0
1,1,0,0,360000.0,0,4,3,1,16270,460,0,1,0,4,1.0,3.0
0,0,1,0,81000.0,4,4,1,1,23383,3352,0,1,0,1,2.0,48.0
1,1,1,1,157500.0,4,4,1,1,10287,1193,1,1,0,9,3.0,7.0
0,1,1,0,135000.0,4,4,3,1,19422,3882,1,0,0,5,1.0,27.0
1,1,1,0,90000.0,4,4,0,1,12821,155,0,0,0,9,2.0,41.0
0,0,1,0,135000.0,0,4,1,1,16965,928,0,0,0,0,2.0,36.0
0,0,1,0,157500.0,1,4,2,1,21049,0,0,0,0,13,1.0,37.0
0,1,1,1,144000.0,4,1,1,1,12903,2924,0,0,0,0,3.0,18.0
0,0,1,0,90000.0,4,4,1,1,20074,221,0,0,0,12,2.0,32.0
1,0,1,0,135000.0,1,4,1,1,23055,0,0,0,0,13,2.0,1.0
1,0,0,2,360000.0,4,1,1,4,15001,1246,0,0,0,3,4.0,16.0
0,0,1,3,67500.0,0,4,1,1,16694,412,1,1,0,16,5.0,55.0
0,0,1,2,76500.0,2,1,1,1,14595,2143,0,0,0,5,4.0,35.0
1,1,0,2,292500.0,2,4,1,5,15583,6031,0,1,0,4,4.0,24.0
1,0,1,0,247500.0,4,4,1,1,18311,1407,0,0,0,4,2.0,20.0
1,1,1,2,85500.0,4,4,1,1,14274,3079,0,0,0,5,4.0,7.0
0,0,1,0,292500.0,4,1,3,1,15303,108,0,0,0,5,1.0,32.0
0,0,0,0,202500.0,2,4,4,1,23306,430,0,0,0,3,1.0,57.0
1,1,1,3,157500.0,4,4,1,1,12441,4369,1,1,0,9,5.0,51.0
1,1,1,2,171000.0,4,4,1,1,13344,1230,0,0,0,3,4.0,7.0
0,0,1,0,135000.0,0,4,1,1,19764,6944,0,0,0,12,2.0,32.0
0,1,1,1,157500.0,1,1,1,1,13786,0,0,0,1,13,3.0,28.0
1,0,1,0,79650.0,1,4,1,1,16081,0,0,1,0,13,2.0,30.0
0,0,0,0,148500.0,0,4,0,1,14920,2177,0,0,0,16,2.0,15.0
1,1,1,1,216000.0,4,1,4,1,13127,1279,0,0,0,11,2.0,27.0
1,0,0,0,202500.0,4,4,1,1,10152,2585,1,0,0,9,2.0,5.0
1,1,1,0,247500.0,0,1,1,1,19796,1200,0,0,1,7,2.0,22.0
0,1,0,2,112500.0,4,4,0,1,10668,401,1,1,0,16,4.0,21.0
1,1,1,1,157500.0,0,4,1,1,14291,1988,1,0,0,9,3.0,17.0
0,1,0,1,184500.0,4,1,2,5,13438,4447,1,0,0,3,2.0,53.0
1,1,0,0,135000.0,4,4,1,1,10578,1384,1,0,0,16,2.0,42.0
0,0,0,0,112500.0,4,4,1,1,11409,2439,1,0,0,10,2.0,14.0
0,0,0,0,54000.0,1,4,1,1,22780,0,0,0,0,13,2.0,4.0
0,0,1,0,99000.0,4,4,3,1,10016,1164,1,0,0,16,1.0,9.0
0,1,1,0,117000.0,4,4,2,1,19119,1686,1,0,0,16,1.0,4.0
0,0,1,0,112500.0,2,4,1,1,21215,808,0,0,0,12,2.0,41.0
1,1,1,0,243000.0,0,4,1,1,13533,2535,0,1,0,9,2.0,6.0
1,1,1,1,135000.0,0,1,1,1,11759,91,0,0,0,11,3.0,0.0
0,1,1,0,247500.0,0,1,1,1,14462,1871,0,1,1,5,2.0,41.0
1,0,0,1,225000.0,0,4,1,5,17868,1912,0,0,0,4,3.0,21.0
0,0,1,0,135000.0,0,4,1,1,15491,504,0,0,0,9,2.0,17.0
0,0,0,0,157500.0,0,4,1,1,16908,2934,0,0,0,2,2.0,39.0
0,1,0,0,189000.0,0,4,1,1,17864,705,1,0,0,7,2.0,49.0
0,0,1,0,315000.0,0,1,1,1,19653,5953,0,0,0,5,2.0,20.0
0,0,0,0,255150.0,1,2,0,4,18682,0,0,0,0,13,2.0,5.0
1,0,0,1,315000.0,0,1,1,1,18321,110,0,1,0,5,3.0,15.0
0,0,1,0,112500.0,4,4,1,1,13868,415,0,0,0,9,2.0,36.0
1,1,0,2,178200.0,4,1,1,1,11291,1589,0,1,0,3,4.0,3.0
0,0,0,2,108000.0,0,4,1,1,13596,1323,1,1,0,3,4.0,13.0
0,0,0,0,90000.0,4,4,1,2,19120,2567,0,1,0,9,2.0,42.0
0,1,1,0,202500.0,4,1,0,1,15978,3472,1,1,0,3,2.0,8.0
0,0,1,0,225000.0,4,4,1,1,23537,4888,0,0,0,12,2.0,17.0
1,1,1,0,301500.0,4,4,1,4,9009,864,0,0,0,9,2.0,1.0
1,1,0,0,90000.0,0,4,1,1,22766,227,0,0,0,18,2.0,14.0
0,1,0,0,315000.0,4,1,1,1,13592,3504,0,1,1,0,2.0,47.0
0,0,1,1,148500.0,4,4,1,1,15083,847,0,0,0,7,3.0,18.0
0,0,1,1,112500.0,2,4,1,1,18791,1003,1,0,0,11,3.0,3.0
0,0,1,0,225000.0,4,4,1,1,22172,1986,0,0,0,5,2.0,3.0
0,0,1,0,180000.0,4,4,1,1,9791,1344,0,0,1,16,2.0,18.0
1,0,0,0,180000.0,4,1,1,1,14344,3443,0,0,0,9,2.0,28.0
0,0,1,0,112500.0,0,4,0,1,12438,747,1,1,0,12,2.0,39.0
0,1,1,1,360000.0,0,2,1,1,17091,127,0,0,0,9,3.0,52.0
0,0,0,2,225000.0,4,1,1,1,11010,1814,0,0,0,0,4.0,20.0
0,0,0,0,90000.0,4,4,0,1,17834,1330,0,0,0,12,2.0,8.0
1,1,1,0,81000.0,4,4,1,1,13527,1153,0,0,0,7,2.0,19.0
0,1,1,2,157500.0,4,1,1,1,11814,1535,0,0,0,3,4.0,39.0
0,1,1,1,126000.0,0,4,1,1,10128,367,0,1,0,3,3.0,9.0
0,0,1,0,207000.0,1,4,3,1,22227,0,0,0,1,13,1.0,41.0
0,0,1,0,112500.0,1,1,1,1,22062,0,0,0,0,13,2.0,4.0
0,1,0,0,135000.0,0,4,1,1,10445,249,0,0,0,9,2.0,42.0
0,0,1,0,130500.0,2,4,1,1,12676,3455,0,0,0,3,2.0,11.0
0,0,0,0,112500.0,1,1,4,1,23575,0,0,0,1,13,1.0,33.0
0,0,0,0,225000.0,4,4,1,1,18503,379,1,1,0,5,2.0,19.0
0,0,1,1,157500.0,2,4,3,1,12676,1350,0,0,0,19,2.0,1.0
1,0,1,0,450000.0,0,4,3,5,10363,1282,0,0,0,11,1.0,16.0
1,1,1,0,225000.0,0,1,3,5,10681,2152,0,1,0,16,1.0,33.0
1,0,0,1,238500.0,0,4,3,0,8794,124,0,0,0,18,2.0,9.0
1,1,0,2,315000.0,0,4,1,1,15476,2879,0,1,0,9,4.0,22.0
1,0,0,0,157500.0,4,4,1,1,13739,2896,0,0,0,18,2.0,50.0
1,1,0,0,1350000.0,0,1,1,2,12999,1560,0,1,1,11,2.0,27.0
1,0,1,0,180000.0,2,1,1,1,9561,2248,0,0,0,3,2.0,32.0
1,1,0,1,238500.0,4,1,1,5,11384,1965,1,1,0,4,3.0,37.0
0,0,0,1,54000.0,1,3,1,1,12129,0,0,0,0,13,3.0,9.0
0,0,1,0,220500.0,1,3,1,1,21602,0,0,0,0,13,2.0,28.0
0,1,1,0,126000.0,4,3,1,5,11719,285,0,1,0,3,2.0,36.0
1,0,0,1,247500.0,4,4,3,1,16797,6583,0,1,0,9,2.0,37.0
0,1,1,0,135000.0,1,4,4,1,22504,0,0,1,0,13,1.0,15.0
0,0,1,0,67500.0,0,4,3,1,13474,3024,0,0,0,16,1.0,32.0
1,0,0,2,202500.0,4,3,1,1,13593,2546,1,0,0,9,4.0,19.0
1,1,1,0,117000.0,0,4,1,1,19351,1023,0,0,0,9,2.0,47.0
0,0,1,0,157500.0,2,4,3,1,13463,767,0,0,0,3,1.0,26.0
0,0,1,0,90000.0,4,4,1,1,16274,1513,0,0,0,2,2.0,8.0
0,0,1,1,324000.0,2,1,1,1,13482,4795,0,0,0,11,3.0,42.0
0,0,1,0,180000.0,0,4,3,1,16133,5948,1,0,1,5,1.0,20.0
0,0,1,1,157500.0,4,4,1,1,10473,1721,0,1,0,5,3.0,8.0
0,0,1,0,112500.0,1,1,1,1,22062,0,0,0,0,13,2.0,21.0
0,0,1,0,153000.0,0,2,1,1,9363,1056,0,0,1,5,2.0,2.0
1,0,1,1,202500.0,0,4,2,1,12440,503,0,1,0,3,2.0,13.0
0,0,0,7,157500.0,4,4,1,1,13827,1649,1,1,0,1,9.0,26.0
0,0,1,0,157500.0,0,1,0,1,17800,1086,0,0,0,0,2.0,22.0
0,0,0,1,45000.0,4,4,1,1,12311,3969,0,0,0,5,3.0,26.0
0,0,1,0,180000.0,1,4,1,1,21656,0,0,0,0,13,2.0,32.0
1,1,0,0,180000.0,4,4,1,1,17349,536,0,0,0,4,2.0,13.0
0,1,1,0,180000.0,0,1,1,1,10213,1707,0,0,0,11,2.0,33.0
0,0,0,0,90000.0,4,4,1,1,16372,3900,0,1,0,9,2.0,24.0
1,1,1,0,202500.0,4,2,1,1,17242,857,0,1,0,18,2.0,12.0
0,0,0,2,180000.0,2,4,1,1,13634,1741,0,0,0,9,4.0,41.0
0,1,1,2,121500.0,4,4,1,1,14280,533,0,0,0,16,4.0,28.0
0,0,1,0,167400.0,1,4,1,1,19028,0,0,0,0,13,2.0,0.0
1,1,0,0,225000.0,0,4,1,1,17762,2484,0,0,0,9,2.0,29.0
0,0,1,1,90000.0,0,4,1,1,10175,1966,0,1,0,14,3.0,4.0
0,0,1,0,90000.0,4,4,1,1,19899,3149,1,0,0,5,2.0,17.0
1,1,0,2,180000.0,0,4,1,1,12341,3483,1,0,0,9,4.0,25.0
1,1,1,1,225000.0,4,1,1,1,16783,3451,0,0,0,11,3.0,36.0
1,0,0,0,247500.0,4,4,3,1,8343,135,0,0,0,9,1.0,3.0
0,0,0,0,135000.0,0,1,2,1,11712,4822,0,1,1,6,1.0,40.0
0,0,1,0,135000.0,0,4,3,1,13384,381,0,0,0,5,1.0,37.0
0,1,0,2,121500.0,0,4,1,1,11023,2652,1,0,0,9,4.0,4.0
0,0,0,0,135000.0,1,4,1,1,21365,0,0,0,0,13,2.0,33.0
1,1,1,1,180000.0,4,1,1,5,11917,1680,1,0,0,9,3.0,21.0
0,0,0,0,306000.0,2,1,1,1,12677,5587,0,0,0,12,2.0,15.0
1,0,1,0,180000.0,4,4,1,1,10049,1405,0,0,1,16,2.0,23.0
0,1,1,0,135000.0,4,4,1,5,15131,6456,0,0,0,3,2.0,4.0
0,1,0,1,135000.0,0,1,3,1,10130,1651,0,0,0,0,2.0,37.0
0,1,1,0,202500.0,4,1,3,1,17979,1782,1,0,0,9,1.0,21.0
0,0,0,0,162000.0,4,4,1,1,16925,1648,1,0,0,7,2.0,4.0
1,1,1,1,315000.0,0,1,1,1,17370,492,0,0,0,7,3.0,31.0
0,0,1,0,225000.0,4,4,1,3,19064,3907,1,1,0,5,2.0,1.0
0,0,1,0,202500.0,4,4,2,1,15333,1106,0,0,0,9,1.0,6.0
0,0,1,0,121500.0,4,4,1,1,10122,231,0,0,0,5,2.0,11.0
0,0,1,0,135000.0,1,4,1,1,21374,0,0,0,0,13,2.0,9.0
0,0,1,0,167400.0,1,4,1,1,19028,0,0,0,0,13,2.0,47.0
0,0,1,4,261000.0,4,4,1,1,12475,1588,0,0,0,7,6.0,41.0
0,0,1,0,202500.0,1,3,3,1,21304,0,0,0,0,13,1.0,17.0
0,1,0,0,180000.0,0,4,2,1,15351,6790,0,0,0,3,1.0,38.0
0,0,0,0,180000.0,4,4,1,1,23354,4448,0,0,0,5,2.0,37.0
1,1,1,0,468000.0,2,4,1,1,14887,3117,0,0,0,9,2.0,41.0
1,1,1,2,225000.0,4,1,1,1,13456,992,0,0,0,4,4.0,25.0
0,0,1,1,121500.0,4,4,1,1,13488,1305,1,0,0,2,3.0,6.0
1,1,1,0,270000.0,0,4,1,1,14401,3389,0,0,1,9,2.0,51.0
0,0,1,1,135000.0,4,1,0,1,9792,293,0,0,1,3,3.0,5.0
0,1,1,1,180000.0,4,1,0,5,13435,1297,0,0,0,5,3.0,35.0
1,1,1,0,315000.0,4,4,1,1,18213,1151,1,0,0,11,2.0,11.0
1,0,1,0,63000.0,1,4,3,1,20689,0,0,0,0,13,1.0,19.0
0,0,1,0,81000.0,0,4,3,1,9866,2583,0,0,0,12,1.0,42.0
0,1,1,1,315000.0,2,1,4,1,18233,425,0,1,1,5,2.0,57.0
0,0,1,0,225000.0,1,4,3,1,22976,0,0,0,0,13,1.0,25.0
0,0,1,1,252000.0,2,1,3,1,15978,2389,0,0,1,3,2.0,19.0
0,0,1,0,135000.0,1,4,1,1,23351,0,0,0,0,13,2.0,14.0
1,0,0,0,130500.0,4,4,3,5,11873,3504,0,0,0,9,1.0,24.0
1,0,1,2,180000.0,4,4,1,1,10640,1494,1,1,0,9,4.0,13.0
0,0,1,0,112500.0,1,1,1,1,22062,0,0,0,0,13,2.0,35.0
0,0,1,0,112500.0,1,4,1,1,21322,0,0,0,0,13,2.0,46.0
0,0,1,0,157500.0,2,1,1,1,20163,223,1,1,0,3,2.0,27.0
1,0,1,0,202500.0,0,1,1,1,11539,410,0,0,1,5,2.0,26.0
0,0,1,0,279000.0,2,1,3,1,11091,617,0,0,1,11,1.0,10.0
1,1,1,1,180000.0,4,4,0,1,15127,5776,0,0,0,5,3.0,32.0
1,1,0,1,171000.0,4,1,1,5,15420,1563,0,0,0,5,3.0,16.0
0,0,0,1,148500.0,4,4,1,1,11386,369,1,0,0,11,3.0,16.0
0,0,0,0,198000.0,0,4,0,1,18813,9748,0,0,0,9,2.0,35.0
1,1,0,0,202500.0,4,4,1,1,19398,2166,0,0,0,4,2.0,29.0
0,0,0,0,144000.0,4,4,3,1,16898,7310,1,1,0,3,1.0,26.0
1,1,0,0,119250.0,4,4,0,1,17542,645,0,0,1,4,2.0,6.0
0,0,1,1,112500.0,4,4,1,1,10989,135,1,1,0,5,3.0,6.0
1,0,0,2,112500.0,4,4,1,4,14378,1215,1,0,0,9,4.0,14.0
0,0,0,0,90000.0,0,4,1,1,17551,2015,1,1,0,9,2.0,38.0
1,1,0,0,315000.0,0,4,3,5,11714,1434,0,0,0,16,1.0,43.0
0,0,1,0,94500.0,1,1,3,1,22481,0,0,0,0,13,1.0,27.0
0,0,0,2,47250.0,4,4,1,5,11651,318,1,0,0,9,4.0,0.0
0,0,1,0,135000.0,0,1,0,1,10091,1525,0,0,1,5,2.0,53.0
1,1,0,1,315000.0,0,1,1,5,11689,716,1,1,0,7,3.0,33.0
1,1,1,0,112500.0,4,4,3,1,9952,1613,0,0,0,5,1.0,24.0
1,1,1,0,252000.0,0,1,1,1,13796,2682,0,0,0,4,2.0,52.0
0,0,0,0,112500.0,1,4,2,2,21629,0,0,0,0,13,1.0,49.0
0,0,1,0,315000.0,0,1,2,1,17752,2380,1,1,0,0,1.0,25.0
0,0,1,0,135000.0,4,4,1,1,12446,645,0,0,0,3,2.0,40.0
0,0,1,0,247500.0,4,4,4,1,18040,4813,0,0,0,5,1.0,14.0
1,1,1,1,135000.0,0,1,1,1,18230,444,1,1,0,11,3.0,7.0
0,0,1,1,67500.0,4,4,2,1,11126,2087,1,1,0,0,2.0,8.0
0,0,1,0,180000.0,0,4,1,1,10572,137,0,0,0,5,2.0,3.0
0,0,0,0,94500.0,1,1,1,1,21373,0,0,1,0,13,2.0,42.0
0,1,1,0,720000.0,0,1,2,1,20791,4814,1,1,0,11,1.0,50.0
0,0,1,0,157500.0,4,1,1,1,12289,1812,0,1,0,3,2.0,43.0
0,0,1,0,247500.0,0,1,2,4,17016,1347,0,0,0,3,1.0,48.0
1,0,1,0,202500.0,0,1,2,1,15828,626,0,1,0,5,1.0,5.0
0,0,1,0,90000.0,1,4,1,1,21432,0,0,0,0,13,2.0,55.0
0,1,0,0,135000.0,4,4,1,1,19010,6761,1,1,0,1,2.0,53.0
0,0,1,0,90000.0,4,4,1,1,18975,751,1,1,0,3,2.0,54.0
0,0,1,0,157500.0,0,4,4,1,19478,1890,0,0,0,5,1.0,19.0
0,0,0,0,175500.0,4,4,1,1,18868,10993,1,0,0,5,2.0,20.0
1,1,1,1,247500.0,4,1,1,1,9425,232,0,0,0,16,3.0,10.0
0,0,1,1,67500.0,4,4,0,1,12101,1009,1,0,0,3,3.0,12.0
0,0,1,3,112500.0,4,4,2,1,12593,2837,0,0,0,5,4.0,48.0
0,0,0,2,202500.0,4,4,1,1,13446,2720,0,0,0,16,4.0,29.0
1,1,1,0,360000.0,1,4,1,1,14010,0,0,0,0,13,2.0,23.0
0,0,0,0,81000.0,1,1,3,1,23291,0,0,1,0,13,1.0,45.0
1,1,1,0,99000.0,4,4,1,4,9928,1531,0,0,0,11,2.0,14.0
0,1,1,0,157500.0,4,4,1,1,16712,2393,0,0,0,3,2.0,42.0
0,0,1,0,157500.0,0,4,2,5,19523,259,0,0,0,5,1.0,20.0
0,0,1,3,247500.0,0,2,1,1,12099,2207,0,0,1,5,5.0,3.0
0,0,1,1,121500.0,1,4,1,1,18797,0,0,1,0,13,3.0,33.0
0,0,1,0,157500.0,4,1,3,1,11511,519,0,0,0,7,1.0,4.0
0,1,1,1,157500.0,4,4,1,1,12500,5762,0,0,0,11,3.0,35.0
0,0,1,0,270000.0,2,1,3,1,16959,340,0,0,0,7,1.0,26.0
0,0,0,0,67500.0,2,4,1,0,18221,7471,0,0,0,7,2.0,43.0
0,1,1,0,225000.0,4,1,1,1,12322,3717,0,0,0,3,2.0,2.0
0,0,1,0,112500.0,0,1,1,2,14635,2985,1,0,1,16,2.0,8.0
0,0,1,0,292500.0,4,1,1,1,21111,4816,0,0,0,3,2.0,26.0
1,0,1,1,90000.0,4,4,0,1,14391,1162,1,0,0,16,3.0,19.0
0,0,1,0,40500.0,4,4,1,1,12729,4936,1,0,0,1,2.0,29.0
0,1,1,0,315000.0,0,4,2,1,18184,3021,0,1,1,9,1.0,6.0
1,1,1,0,112500.0,1,4,1,1,19987,0,0,0,0,13,2.0,46.0
1,1,1,0,67500.0,1,4,1,1,22981,0,0,0,0,13,2.0,23.0
1,1,1,0,180000.0,1,4,3,1,22426,0,0,0,0,13,1.0,26.0
1,0,1,0,99000.0,4,1,1,0,10033,558,0,0,0,11,2.0,12.0
0,0,1,0,135000.0,4,1,1,1,13299,1628,0,0,0,9,2.0,6.0
1,1,1,0,225000.0,4,4,1,1,20145,1043,0,0,0,9,2.0,29.0
1,0,1,0,90000.0,4,4,1,1,18427,1296,0,0,0,9,2.0,1.0
0,0,0,0,112500.0,4,4,1,1,20109,857,1,1,0,5,2.0,25.0
0,0,1,0,81000.0,1,4,1,1,21847,0,0,1,0,13,2.0,9.0
1,1,1,0,112500.0,2,4,1,1,20874,2381,0,1,0,4,2.0,58.0
1,1,1,0,202500.0,0,4,1,1,17850,2014,0,1,0,2,2.0,2.0
0,1,1,0,225000.0,4,1,1,1,12322,3717,0,0,0,3,2.0,12.0
1,0,1,0,180000.0,4,4,2,1,17965,218,0,0,0,9,1.0,17.0
1,0,1,2,270000.0,4,4,1,1,12488,3608,0,0,0,18,4.0,52.0
0,0,1,0,67500.0,1,3,3,1,22145,0,0,0,0,13,1.0,22.0
0,0,1,0,130500.0,1,1,0,1,21461,0,0,0,0,13,2.0,38.0
1,1,0,1,202500.0,4,2,1,1,11745,231,1,0,0,4,3.0,39.0
0,0,1,0,180000.0,4,1,1,1,15201,1845,1,1,0,3,2.0,9.0
0,0,0,0,134419.5,0,1,3,1,10339,393,1,0,0,5,1.0,51.0
0,0,0,0,90000.0,4,4,2,1,18764,9866,0,0,0,9,1.0,34.0
1,0,1,1,99000.0,0,4,3,1,18979,4609,0,0,0,9,2.0,12.0
0,0,1,0,270000.0,0,4,4,1,13270,235,1,1,1,3,1.0,8.0
0,0,1,1,198000.0,1,4,1,1,18490,0,0,0,0,13,3.0,2.0
1,1,1,0,202500.0,0,4,1,1,21500,2967,0,0,0,9,2.0,51.0
0,0,1,0,193500.0,1,2,4,1,24295,0,0,0,0,13,1.0,10.0
0,0,1,0,202500.0,4,4,3,1,17803,10079,0,1,0,3,1.0,36.0
0,0,1,0,110250.0,2,4,1,1,17782,2403,0,0,1,5,2.0,16.0
0,0,1,0,225000.0,1,4,1,1,22523,0,0,1,0,13,2.0,57.0
0,0,1,2,112500.0,4,4,0,1,13552,2418,0,0,0,16,4.0,31.0
0,0,0,0,112500.0,0,1,1,5,19721,1539,0,0,0,0,2.0,35.0
1,1,0,1,315000.0,2,1,1,2,9095,926,0,0,0,3,3.0,22.0
0,0,0,0,90000.0,0,4,3,5,7757,900,0,0,0,16,1.0,13.0
0,0,1,0,67500.0,4,4,1,1,18206,4096,0,0,0,5,2.0,32.0
1,1,1,0,135000.0,4,4,1,1,19171,7804,1,0,0,9,2.0,5.0
0,0,0,1,135000.0,4,4,1,1,15269,2376,0,0,0,3,3.0,18.0
1,0,1,0,270000.0,4,4,1,1,19788,2286,0,0,0,4,2.0,51.0
1,1,0,0,112500.0,2,4,3,1,20333,1546,0,0,0,4,2.0,30.0
0,1,1,0,247500.0,0,4,1,1,14667,1422,0,0,0,16,2.0,19.0
0,0,1,0,135000.0,4,4,1,1,15595,3183,0,1,0,9,2.0,7.0
1,1,1,2,315000.0,4,1,1,1,12434,1463,0,1,0,5,4.0,17.0
0,1,1,0,360000.0,1,1,1,1,21269,0,0,1,0,13,2.0,29.0
0,1,0,0,45000.0,4,4,1,1,17370,8443,1,1,0,5,2.0,15.0
0,0,0,0,270000.0,4,4,1,1,18307,8794,1,1,0,4,2.0,39.0
0,1,0,2,81000.0,4,1,1,1,12358,3017,1,0,0,16,4.0,47.0
0,0,1,0,67500.0,4,4,4,1,20482,5030,1,1,0,5,1.0,30.0
1,1,0,2,135000.0,2,4,1,1,14038,6558,1,1,0,3,4.0,52.0
1,1,1,1,180000.0,4,4,1,1,13437,1713,0,0,0,4,3.0,28.0
1,0,0,0,279000.0,2,1,3,1,11042,3174,0,0,0,3,1.0,48.0
1,1,0,1,270000.0,4,1,1,4,10817,203,0,1,0,9,3.0,16.0
0,0,1,0,157500.0,2,1,1,1,20163,223,1,1,0,3,2.0,8.0
1,1,0,0,126000.0,4,4,1,1,20116,248,1,0,0,9,2.0,15.0
0,0,1,0,225000.0,0,1,1,1,9850,246,0,0,0,5,2.0,8.0
0,0,1,0,171000.0,4,4,3,1,19881,8405,0,1,0,0,1.0,25.0
0,0,0,0,122400.0,4,4,1,1,20952,1155,1,0,1,12,2.0,22.0
1,1,1,0,157500.0,1,4,1,1,22731,0,0,1,0,13,2.0,38.0
0,0,1,1,135000.0,0,4,0,1,15759,4541,0,0,0,7,3.0,1.0
0,0,0,0,211500.0,4,4,1,1,17249,1661,1,1,0,5,2.0,32.0
0,0,1,0,135000.0,4,4,3,1,22208,229,0,1,0,5,1.0,25.0
1,1,1,0,90000.0,1,4,1,1,22692,0,0,1,0,13,2.0,9.0
0,0,1,0,67500.0,1,2,2,1,21471,0,0,1,0,13,1.0,5.0
0,0,0,0,135000.0,0,1,1,1,12256,4031,1,1,1,3,2.0,19.0
1,1,1,0,112500.0,4,4,3,1,9312,2129,0,0,0,0,1.0,25.0
0,0,0,0,97650.0,1,1,2,2,22186,0,0,1,0,13,1.0,12.0
1,1,1,2,112500.0,4,4,1,1,12998,925,0,0,0,9,4.0,21.0
0,0,1,0,157500.0,4,1,0,5,8238,674,0,0,0,0,2.0,5.0
0,0,1,0,157500.0,2,1,1,1,22179,7622,0,0,0,11,2.0,43.0
0,1,1,1,225000.0,0,1,1,1,17002,803,1,1,0,11,3.0,48.0
0,1,0,2,315000.0,4,1,1,1,13793,2653,1,1,0,11,4.0,2.0
0,0,1,0,135000.0,1,3,1,1,22569,0,0,0,0,13,2.0,9.0
0,0,1,0,126000.0,2,4,1,1,14813,2567,0,0,1,0,2.0,0.0
0,1,1,1,135000.0,0,4,1,5,14362,3414,0,0,0,16,3.0,14.0
0,0,1,0,157500.0,2,1,1,1,9313,615,0,0,0,5,2.0,25.0
0,0,1,0,270000.0,0,4,1,1,22651,3613,0,0,0,5,2.0,3.0
1,0,1,0,31500.0,1,4,1,1,22564,0,0,0,0,13,2.0,20.0
1,1,1,0,675000.0,2,1,1,1,11912,2200,0,0,0,7,2.0,40.0
0,0,0,0,135000.0,4,4,1,1,12133,3017,0,0,0,3,2.0,6.0
0,0,0,1,135000.0,2,4,2,1,16150,5148,0,0,0,12,2.0,31.0
0,0,1,2,81000.0,0,1,1,1,12404,1539,0,0,0,11,4.0,42.0
0,0,1,2,180000.0,4,1,1,1,13921,6949,1,1,0,7,4.0,58.0
0,0,1,0,112500.0,4,4,1,1,13868,415,0,0,0,9,2.0,15.0
0,1,0,0,168750.0,1,4,1,1,21027,0,0,1,0,13,2.0,13.0
0,0,1,0,90000.0,4,4,1,1,18465,5336,0,0,0,9,2.0,58.0
1,0,1,1,189000.0,4,4,1,1,16848,611,0,0,0,7,3.0,30.0
