gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16891,-3332,1,1,1,0,Drivers,2.0,-38.0,2.0
F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21076,365243,1,0,0,0,,2.0,-28.0,2.0
F,N,N,0,265500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20803,365243,1,0,0,0,,2.0,-45.0,2.0
F,N,Y,1,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16323,-5467,1,0,0,0,Medicine staff,3.0,-23.0,1.0
F,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9323,-1346,1,0,0,0,,2.0,-33.0,2.0
F,Y,Y,0,450000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16053,-1905,1,0,0,0,Core staff,1.0,-8.0,2.0
M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14876,-2087,1,0,0,0,,2.0,-45.0,2.0
F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-19488,-3119,1,1,0,0,Sales staff,2.0,-4.0,0.0
M,Y,N,0,247500.0,Working,Incomplete higher,Separated,House / apartment,-10370,-1550,1,1,1,0,Managers,1.0,-12.0,2.0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17538,-7676,1,0,1,0,Private service staff,1.0,-33.0,2.0
M,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-9570,-2620,1,0,0,0,Drivers,2.0,-20.0,2.0
M,Y,Y,3,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13300,-3668,1,0,1,0,,5.0,-7.0,1.0
M,Y,Y,0,126000.0,Working,Secondary / secondary special,Separated,House / apartment,-18512,-211,1,1,1,0,Drivers,1.0,-24.0,2.0
F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-16188,-309,1,1,1,1,Sales staff,2.0,-31.0,2.0
M,Y,N,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19983,365243,1,0,0,0,,2.0,-1.0,1.0
F,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14909,-8083,1,0,1,0,Medicine staff,2.0,-29.0,2.0
F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-14228,-5330,1,0,1,0,,2.0,-33.0,0.0
M,N,N,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,-13334,-2829,1,1,1,0,Laborers,2.0,-7.0,2.0
F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17297,-2018,1,0,0,0,Sales staff,2.0,-25.0,2.0
M,N,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,1,1,1,0,Laborers,2.0,-35.0,2.0
F,N,N,0,180000.0,Working,Higher education,Married,House / apartment,-10868,-1266,1,1,1,1,Accountants,2.0,-11.0,2.0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23929,365243,1,0,1,0,,1.0,-37.0,0.0
F,N,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-14687,-2463,1,1,1,0,Cooking staff,2.0,-48.0,0.0
F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-16188,-309,1,1,1,1,Sales staff,2.0,-11.0,2.0
F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20950,365243,1,0,0,0,,1.0,-13.0,2.0
M,Y,Y,1,216000.0,Working,Secondary / secondary special,Married,Rented apartment,-17051,-1457,1,0,0,0,Laborers,3.0,-57.0,2.0
F,N,Y,0,225000.0,State servant,Higher education,Married,House / apartment,-18229,-1288,1,0,0,0,High skill tech staff,2.0,-25.0,2.0
F,N,Y,1,229500.0,State servant,Higher education,Married,House / apartment,-11187,-1769,1,0,0,0,,3.0,-31.0,1.0
F,Y,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,-11025,-2065,1,1,1,1,,3.0,-34.0,2.0
F,N,N,2,135000.0,Working,Higher education,Civil marriage,House / apartment,-13634,-6344,1,1,0,0,Accountants,4.0,-37.0,2.0
F,N,Y,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22179,365243,1,0,0,0,,2.0,-29.0,2.0
F,Y,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14883,-1010,1,0,0,0,Sales staff,3.0,-38.0,1.0
M,Y,N,2,360000.0,Working,Secondary / secondary special,Married,House / apartment,-16030,-2540,1,1,0,0,Drivers,4.0,-45.0,2.0
F,Y,Y,2,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-11542,-1169,1,0,0,1,Sales staff,4.0,-9.0,1.0
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-22720,-860,1,0,1,1,Low-skill Laborers,2.0,-44.0,2.0
M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-19756,-2136,1,0,0,0,Laborers,2.0,-31.0,2.0
F,N,N,0,90000.0,Working,Higher education,Married,House / apartment,-19828,-5525,1,0,1,0,,2.0,-46.0,2.0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23236,365243,1,0,0,0,,2.0,-14.0,2.0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22886,365243,1,0,1,0,,2.0,-57.0,0.0
F,N,N,1,135000.0,State servant,Secondary / secondary special,Separated,House / apartment,-16150,-5148,1,0,0,0,Medicine staff,2.0,-52.0,2.0
M,Y,Y,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,-22117,-1621,1,0,1,1,Security staff,2.0,-39.0,2.0
F,N,N,0,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22867,365243,1,0,0,0,,2.0,-20.0,2.0
M,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16196,-6218,1,1,1,0,Laborers,2.0,-39.0,2.0
F,N,Y,1,121500.0,Working,Higher education,Married,House / apartment,-11007,-762,1,0,0,0,,3.0,-29.0,2.0
M,Y,N,0,252000.0,Working,Higher education,Married,House / apartment,-15227,-5300,1,1,1,0,Laborers,2.0,-53.0,1.0
F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-15519,-3234,1,0,0,0,Laborers,1.0,-27.0,1.0
F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-13352,-2561,1,1,1,0,,3.0,-25.0,2.0
F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-15720,-2569,1,0,1,0,Managers,3.0,-11.0,2.0
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-21684,-2422,1,0,0,0,Drivers,2.0,-20.0,2.0
M,N,N,0,144000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16621,-221,1,0,0,0,,2.0,-26.0,2.0
M,Y,Y,0,450000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15960,-3574,1,0,0,0,High skill tech staff,1.0,-17.0,1.0
M,N,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19686,-1131,1,0,0,0,Laborers,2.0,-20.0,2.0
F,N,N,0,202500.0,Working,Higher education,Married,House / apartment,-16100,-4939,1,0,1,0,Core staff,2.0,-11.0,2.0
F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15355,-3999,1,0,1,0,Sales staff,2.0,-43.0,2.0
F,N,N,0,135000.0,State servant,Higher education,Married,House / apartment,-18197,-4418,1,1,0,0,Accountants,2.0,-17.0,2.0
M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-18213,-1151,1,1,0,0,Managers,2.0,-14.0,2.0
F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20846,365243,1,0,0,0,,2.0,-5.0,2.0
F,N,Y,1,675000.0,Commercial associate,Higher education,Married,House / apartment,-15843,-1398,1,0,1,0,Sales staff,3.0,-8.0,2.0
M,N,Y,2,99000.0,Working,Secondary / secondary special,Married,House / apartment,-14226,-1026,1,1,1,0,Laborers,4.0,-50.0,1.0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15923,-961,1,0,0,0,Waiters/barmen staff,2.0,-21.0,2.0
M,Y,N,0,225000.0,Working,Higher education,Married,House / apartment,-19431,-1843,1,1,1,0,,2.0,-44.0,2.0
F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9980,-128,1,0,1,0,Sales staff,3.0,-34.0,2.0
M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13867,-3095,1,0,0,0,Laborers,3.0,-57.0,2.0
M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17968,-895,1,1,0,0,Laborers,2.0,-49.0,2.0
F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15231,-8375,1,0,0,1,High skill tech staff,2.0,-29.0,0.0
M,Y,Y,0,405000.0,Commercial associate,Higher education,Married,House / apartment,-16271,-398,1,0,0,0,Drivers,2.0,-38.0,2.0
F,Y,Y,1,292500.0,Working,Secondary / secondary special,Separated,With parents,-13284,-4439,1,0,0,0,Sales staff,2.0,-28.0,2.0
M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-9220,-1473,1,0,0,0,Core staff,1.0,-28.0,1.0
F,Y,Y,1,360000.0,Working,Higher education,Married,House / apartment,-11619,-2475,1,0,0,0,,3.0,-8.0,1.0
M,N,Y,0,247500.0,State servant,Secondary / secondary special,Married,House / apartment,-13570,-5364,1,0,0,0,Medicine staff,2.0,-19.0,2.0
F,N,N,1,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-15445,-2750,1,0,0,0,Core staff,3.0,-32.0,2.0
M,Y,N,0,328500.0,Working,Higher education,Married,House / apartment,-14897,-2654,1,1,1,0,,2.0,-26.0,0.0
F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23097,365243,1,0,0,0,,2.0,-10.0,2.0
F,N,Y,0,387000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18147,-642,1,0,0,0,Sales staff,1.0,-56.0,2.0
F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12309,-2788,1,0,1,0,Laborers,2.0,-27.0,2.0
F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-15329,-8510,1,0,0,0,Core staff,2.0,-56.0,2.0
F,Y,N,0,180000.0,Working,Higher education,Married,With parents,-11380,-1007,1,1,1,0,Accountants,2.0,-11.0,2.0
F,Y,N,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13928,-3052,1,0,0,0,Laborers,4.0,-52.0,2.0
M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19008,-3607,1,0,0,0,Managers,2.0,-53.0,2.0
F,N,N,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-22535,-5467,1,0,1,0,,2.0,-58.0,2.0
F,N,N,1,180000.0,Working,Secondary / secondary special,Married,Rented apartment,-9762,-1223,1,1,0,0,Laborers,3.0,-37.0,0.0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-9811,-864,1,0,0,0,Core staff,3.0,-51.0,2.0
M,Y,Y,0,162000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24507,365243,1,0,0,0,,2.0,-20.0,2.0
F,N,N,0,135000.0,Working,Higher education,Single / not married,House / apartment,-9818,-520,1,0,0,0,Core staff,1.0,-7.0,1.0
M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,-17585,-3017,1,0,0,0,Drivers,2.0,-10.0,2.0
F,N,Y,0,202500.0,State servant,Higher education,Married,House / apartment,-11158,-640,1,0,1,0,High skill tech staff,2.0,-19.0,2.0
F,N,Y,0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,-19392,-121,1,0,1,0,,1.0,-14.0,0.0
M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-20481,-4084,1,0,0,0,Drivers,2.0,-16.0,2.0
M,Y,N,1,360000.0,State servant,Higher education,Married,Office apartment,-14980,-2847,1,0,1,0,Managers,3.0,-47.0,2.0
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17915,-3366,1,0,0,0,Drivers,2.0,-22.0,2.0
F,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14419,-2423,1,0,0,0,,2.0,-24.0,2.0
F,Y,Y,0,315000.0,State servant,Higher education,Married,House / apartment,-19571,-1081,1,0,0,1,Drivers,2.0,-8.0,2.0
F,Y,Y,0,450000.0,State servant,Higher education,Married,House / apartment,-22889,-221,1,0,1,0,,2.0,-27.0,2.0
M,Y,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23289,365243,1,0,1,0,,2.0,-22.0,2.0
F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19601,-796,1,0,0,0,High skill tech staff,2.0,-27.0,2.0
F,N,Y,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,-10556,-1379,1,0,0,0,Managers,3.0,-6.0,1.0
M,Y,Y,2,81000.0,Working,Higher education,Single / not married,House / apartment,-11882,-181,1,0,0,0,Low-skill Laborers,3.0,-39.0,2.0
M,N,Y,1,292500.0,Working,Higher education,Married,Co-op apartment,-12954,-2590,1,0,0,0,Managers,3.0,-46.0,0.0
M,N,Y,1,180000.0,Working,Lower secondary,Married,House / apartment,-10581,-1692,1,1,0,0,,3.0,-38.0,2.0
F,N,N,2,315000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11054,-421,1,0,0,0,Managers,3.0,-29.0,2.0
F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,-12281,-1508,1,0,0,1,,2.0,-32.0,2.0
F,N,Y,0,126000.0,Pensioner,Higher education,Married,House / apartment,-21892,365243,1,0,0,0,,2.0,-44.0,1.0
M,Y,N,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18875,365243,1,0,0,0,,2.0,-52.0,1.0
M,Y,N,2,247500.0,Working,Secondary / secondary special,Married,With parents,-12149,-195,1,0,0,0,Drivers,4.0,-46.0,1.0
F,N,Y,0,292500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-14522,-1552,1,0,0,0,Laborers,2.0,-39.0,2.0
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-12604,-2620,1,1,1,0,Managers,2.0,-26.0,2.0
F,N,Y,0,202500.0,Working,Incomplete higher,Single / not married,House / apartment,-18596,-7288,1,0,0,0,Core staff,1.0,0.0,1.0
F,Y,Y,0,81000.0,State servant,Higher education,Married,House / apartment,-11256,-2691,1,0,0,0,Core staff,2.0,-45.0,1.0
F,Y,Y,0,225000.0,Working,Incomplete higher,Married,House / apartment,-18868,-11954,1,0,1,0,Managers,2.0,-49.0,2.0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19709,365243,1,0,0,0,,2.0,-46.0,2.0
F,Y,Y,1,81000.0,Working,Higher education,Married,House / apartment,-10648,-1393,1,1,1,0,Core staff,3.0,-31.0,2.0
F,Y,Y,0,445500.0,Commercial associate,Higher education,Married,House / apartment,-12477,-456,1,0,0,0,Managers,2.0,-16.0,2.0
F,N,N,0,135000.0,State servant,Higher education,Single / not married,House / apartment,-10370,-1384,1,1,0,0,Accountants,1.0,-17.0,2.0
F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20592,365243,1,0,1,0,,2.0,-9.0,1.0
M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12571,-451,1,1,0,1,Drivers,3.0,-56.0,2.0
M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8948,-230,1,0,1,0,Sales staff,2.0,-16.0,2.0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18715,-2867,1,1,0,0,Secretaries,2.0,-60.0,2.0
F,N,N,0,175500.0,Working,Secondary / secondary special,Married,House / apartment,-18868,-10993,1,1,0,0,,2.0,-50.0,2.0
F,Y,Y,1,54000.0,Working,Secondary / secondary special,Married,House / apartment,-16816,-322,1,0,0,0,,3.0,-26.0,2.0
F,N,Y,0,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,-10906,-1619,1,0,0,1,,2.0,-40.0,2.0
F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Widow,Co-op apartment,-20178,-1707,1,0,0,0,Sales staff,1.0,-11.0,2.0
F,N,Y,1,135000.0,Working,Incomplete higher,Married,House / apartment,-15948,-9359,1,0,0,0,,3.0,-33.0,2.0
F,N,N,0,117000.0,Working,Secondary / secondary special,Married,Municipal apartment,-13494,-1281,1,0,0,0,Sales staff,2.0,-22.0,2.0
F,N,Y,0,56700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20696,365243,1,0,0,0,,2.0,-17.0,2.0
M,N,Y,1,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-13885,-232,1,0,0,0,Laborers,3.0,-27.0,2.0
M,N,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15646,-4614,1,0,0,0,Laborers,3.0,-59.0,2.0
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22742,365243,1,0,0,0,,2.0,-14.0,0.0
F,Y,Y,1,112500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-10551,-3000,1,0,0,1,Core staff,3.0,-12.0,2.0
F,Y,N,0,144000.0,Working,Secondary / secondary special,Widow,House / apartment,-14407,-1345,1,0,0,0,HR staff,1.0,-5.0,2.0
F,N,N,0,33300.0,Pensioner,Secondary / secondary special,Married,Office apartment,-19605,365243,1,0,0,0,,2.0,-41.0,2.0
M,Y,N,0,337500.0,Working,Secondary / secondary special,Single / not married,With parents,-11344,-3309,1,0,0,0,Core staff,1.0,-51.0,2.0
F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19949,365243,1,0,0,0,,2.0,-39.0,1.0
F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17375,-3759,1,0,0,0,,2.0,-40.0,2.0
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9952,-1613,1,0,0,0,,1.0,-1.0,0.0
M,Y,N,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18147,-1101,1,1,0,0,Managers,4.0,-42.0,2.0
F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22611,365243,1,0,1,0,,1.0,-51.0,0.0
F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22752,365243,1,0,0,0,,2.0,-12.0,1.0
M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14854,-3518,1,1,0,0,Drivers,2.0,-28.0,2.0
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20578,365243,1,0,1,0,,2.0,-41.0,2.0
F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18307,-8794,1,1,1,0,Drivers,2.0,-14.0,2.0
F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22960,365243,1,0,0,0,,2.0,-6.0,2.0
F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,-12277,-982,1,1,1,0,High skill tech staff,4.0,-23.0,0.0
F,N,Y,1,324000.0,State servant,Higher education,Married,House / apartment,-13482,-4795,1,0,0,0,Managers,3.0,-42.0,2.0
F,N,N,1,121500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12716,-393,1,1,0,0,Core staff,3.0,-45.0,2.0
F,N,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-19975,-10780,1,1,1,0,Laborers,2.0,-55.0,2.0
F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3.0,-29.0,2.0
F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13437,-1671,1,0,0,0,,3.0,-50.0,2.0
F,N,Y,0,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18449,-9683,1,0,0,0,,1.0,-39.0,0.0
F,Y,Y,2,112500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-13328,-5817,1,0,1,0,High skill tech staff,4.0,-29.0,2.0
M,Y,N,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-9579,-835,1,0,0,0,Laborers,2.0,-2.0,0.0
F,N,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-18705,-5345,1,0,0,0,Medicine staff,2.0,-35.0,2.0
F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,-17237,-3000,1,0,0,0,Medicine staff,1.0,-13.0,2.0
F,N,Y,0,193500.0,State servant,Secondary / secondary special,Married,Office apartment,-22168,-10155,1,0,0,0,Cooking staff,2.0,-1.0,1.0
F,N,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,-13520,-5488,1,0,0,0,Core staff,2.0,-46.0,2.0
M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9957,-921,1,1,0,0,Drivers,3.0,-26.0,1.0
F,N,N,1,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14002,-5557,1,0,0,0,Laborers,3.0,-14.0,2.0
F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24387,365243,1,0,0,0,,1.0,-47.0,2.0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,-16271,-3111,1,0,0,0,Core staff,2.0,-28.0,1.0
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13440,-6639,1,0,0,0,Core staff,2.0,-50.0,2.0
M,Y,N,0,162000.0,Working,Secondary / secondary special,Separated,House / apartment,-15973,-3590,1,1,1,0,,1.0,-10.0,2.0
F,N,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,-13520,-5488,1,0,0,0,Core staff,2.0,-16.0,2.0
M,N,Y,0,49500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22129,365243,1,0,0,0,,2.0,-1.0,1.0
M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,-15602,-611,1,0,0,0,,2.0,-31.0,2.0
F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,-13833,-617,1,0,0,0,Accountants,3.0,-11.0,0.0
F,N,N,0,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15381,-470,1,0,0,0,Laborers,2.0,-17.0,2.0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-9885,-2072,1,0,0,1,Sales staff,3.0,-7.0,0.0
F,N,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,-9100,-1133,1,0,0,0,Managers,1.0,-35.0,1.0
M,Y,N,0,148500.0,State servant,Secondary / secondary special,Married,House / apartment,-10325,-3026,1,1,0,0,,2.0,-27.0,1.0
F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,-14240,-1586,1,0,0,0,Core staff,2.0,-39.0,2.0
F,Y,N,0,328500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12691,-2000,1,0,0,0,Realty agents,2.0,-10.0,0.0
F,Y,Y,1,112500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-10551,-3000,1,0,0,1,Core staff,3.0,-15.0,2.0
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19307,-603,1,1,1,0,Laborers,1.0,-9.0,2.0
F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20838,365243,1,0,0,0,,2.0,-17.0,2.0
F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21126,365243,1,0,0,0,,1.0,-38.0,2.0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22731,365243,1,0,0,0,,1.0,-38.0,2.0
M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,-15602,-611,1,0,0,0,,2.0,-39.0,2.0
F,N,N,1,76500.0,Working,Secondary / secondary special,Married,House / apartment,-10080,-735,1,1,0,0,Sales staff,3.0,-8.0,2.0
M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15210,-4707,1,0,0,1,Security staff,4.0,-39.0,2.0
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15941,-5830,1,0,0,0,Managers,2.0,-38.0,2.0
M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18103,-3840,1,0,0,0,Laborers,2.0,-14.0,2.0
F,N,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-17401,-1346,1,1,0,0,,2.0,-2.0,1.0
M,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10686,-3457,1,0,0,0,Laborers,3.0,-27.0,2.0
F,Y,N,1,162000.0,Working,Secondary / secondary special,Separated,House / apartment,-14786,-4601,1,0,0,0,Sales staff,2.0,-28.0,0.0
F,N,N,0,198000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22002,365243,1,0,1,0,,1.0,-12.0,1.0
M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12440,-503,1,0,1,0,Core staff,2.0,-32.0,2.0
F,N,Y,0,612000.0,State servant,Secondary / secondary special,Married,House / apartment,-12563,-3715,1,0,0,1,Accountants,2.0,-25.0,2.0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14425,-4568,1,1,1,0,Laborers,2.0,-9.0,2.0
F,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12563,-1025,1,0,0,0,Cooking staff,4.0,-1.0,1.0
M,Y,N,0,270000.0,Pensioner,Higher education,Married,House / apartment,-22982,365243,1,0,0,0,,2.0,-17.0,2.0
M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19408,-4553,1,0,1,0,Laborers,2.0,-58.0,2.0
F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17366,-3080,1,0,0,0,Core staff,2.0,-33.0,2.0
F,N,Y,1,90000.0,Working,Higher education,Married,House / apartment,-10520,-2378,1,0,0,0,Laborers,3.0,-55.0,2.0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21579,365243,1,0,0,0,,2.0,-2.0,1.0
F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22014,365243,1,0,0,0,,2.0,-8.0,2.0
F,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22991,365243,1,0,0,0,,1.0,-53.0,1.0
F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23770,365243,1,0,0,0,,2.0,-10.0,2.0
M,Y,Y,0,315000.0,Working,Higher education,Single / not married,House / apartment,-10328,-543,1,0,1,0,High skill tech staff,1.0,-5.0,1.0
M,N,N,0,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14211,-158,1,1,0,0,Low-skill Laborers,2.0,-38.0,2.0
M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14346,-302,1,0,0,0,,2.0,-29.0,2.0
